ID,Tracker,Status,Priority,Subject,Category,Estimated time,Description,Caratteristica di riferimento,,Assegnatario,Tempo Effettivo,Hash Commit
M67,To-Do,New,Normal,"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""",MAJOR,20min,Key: AYfl9rjNd9SEFTPV557f Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/harmony/pack200/Segment.java - startLine: 333;startOffset: 38;endOffset: 43;endLine: 333,Maintenance (Code Smells),,Matteo Razionale,0h5m,a302adb78d4932d3d1fa1571168df72d14b870a3
M68,To-Do,New,Normal,"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""",MAJOR,20min,Key: AYfl9rfhd9SEFTPV550y Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/harmony/unpack200/SegmentConstantPool.java - startLine: 128;startOffset: 22;endOffset: 27;endLine: 128,Maintenance (Code Smells),,Matteo Razionale,0h5m,799cca302c97dbef83e25c5da0681fe4a3a49f79
M69,To-Do,New,Normal,"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""",MAJOR,20min,Key: AYfl9rfhd9SEFTPV5502 Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/harmony/unpack200/SegmentConstantPool.java - startLine: 191;startOffset: 22;endOffset: 27;endLine: 191,Maintenance (Code Smells),,Matteo Razionale,0h5m,a6cf8b60ceb4a09a2a31f0dbaaf2050bca615857
M70,To-Do,New,Normal,"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""",MAJOR,20min,Key: AYfl9rdJd9SEFTPV55yb Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/harmony/unpack200/bytecode/AnnotationsAttribute.java - startLine: 189;startOffset: 26;endOffset: 31;endLine: 189,Maintenance (Code Smells),,Matteo Razionale,0h5m,f7e0793fec6b007a54899f5b6b071ac33ee38ae3
M71,To-Do,New,Normal,"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""",MAJOR,20min,Key: AYfl9rc8d9SEFTPV55yQ Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/harmony/unpack200/bytecode/ByteCode.java - startLine: 189;startOffset: 30;endOffset: 35;endLine: 189,Maintenance (Code Smells),,Matteo Razionale,0h5m,dd7933917ab35ec4395a70303a814cd3f34b1d19
M72,To-Do,New,Normal,"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""",MAJOR,20min,Key: AYfl9rdxd9SEFTPV55y0 Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/harmony/unpack200/bytecode/ClassConstantPool.java - startLine: 161;startOffset: 30;endOffset: 35;endLine: 161,Maintenance (Code Smells),,Matteo Razionale,0h5m,08b3de359c7c6fb2121beb9cc5d7c703f7d73581
M73,To-Do,New,Normal,"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""",MAJOR,20min,Key: AYfl9reDd9SEFTPV55zA Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/harmony/unpack200/bytecode/RuntimeVisibleorInvisibleAnnotationsAttribute.java - startLine: 79;startOffset: 22;endOffset: 27;endLine: 79,Maintenance (Code Smells),,Matteo Razionale,0h5m,9ed1e1c6f56e94d86e1f0858a91b44c1b92bc752
M74,To-Do,New,Normal,"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""",MAJOR,20min,Key: AYfl9raLd9SEFTPV55tj Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/harmony/unpack200/bytecode/forms/NewClassRefForm.java - startLine: 63;startOffset: 26;endOffset: 31;endLine: 63,Maintenance (Code Smells),,Matteo Razionale,0h5m,f2754e09087d16d6f0c6a481e46a53d4b10708de
M75,To-Do,New,Normal,"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""",MAJOR,20min,Key: AYfl9rZzd9SEFTPV55te Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/harmony/unpack200/bytecode/forms/ReferenceForm.java - startLine: 56;startOffset: 22;endOffset: 27;endLine: 56,Maintenance (Code Smells),,Matteo Razionale,0h5m,aef41ae78fcf932441d88d223069f3d3a821cdb4
M76,To-Do,New,Normal,"java:S107:  ""Constructor has 9 parameters which is greater than 7 authorized.""",MAJOR,20min,Key: AYfl9rWsd9SEFTPV55sw Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/compressors/lz77support/Parameters.java - startLine: 268;startOffset: 12;endOffset: 22;endLine: 268,Maintenance (Code Smells),,Matteo Razionale,rejected,
M77,To-Do,New,Normal,"java:S1149:  ""Replace the synchronized class Stack by an unsynchronized one such as Deque.""",MAJOR,20min,Key: AYfl9rssd9SEFTPV56D4 Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/archivers/dump/DumpArchiveInputStream.java - startLine: 305;startOffset: 14;endOffset: 27;endLine: 305,Maintenance (Code Smells),,Matteo Razionale,0h5m,51639ff94481a25d65652c5e30e6e04df924b820
M78,To-Do,New,Normal,"java:S2925:  ""Remove this use of Thread.sleep().""",MAJOR,20min,Key: AYfl9sKjd9SEFTPV56jb Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/AbstractTestCase.java - startLine: 117;startOffset: 23;endOffset: 28;endLine: 117,Maintenance (Code Smells),,Matteo Razionale,0h5m,b92c5b82f8f944b5e12c828ca3a708aded737d61
M79,To-Do,New,Normal,"java:S4144:  ""Update this method so that its implementation is not identical to getCentralDirectoryLength on line 63.""",MAJOR,15min,Key: AYfl9ropd9SEFTPV56B5 Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/archivers/zip/JarMarker.java - startLine: 92;startOffset: 20;endOffset: 42;endLine: 92,Maintenance (Code Smells),,Matteo Razionale,0h5m,e85d153b124ad52d3660970ac994da462a57c97d
M80,To-Do,New,Normal,"java:S1854:  ""Remove this useless assignment to local variable off.""",MAJOR,15min,Key: AYfl9rVwd9SEFTPV55sY Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/compressors/snappy/PureJavaCrc32C.java - startLine: 625;startOffset: 74;endOffset: 79;endLine: 625,Maintenance (Code Smells),,Matteo Razionale,rejected,
M81,To-Do,New,Normal,"java:S1854:  ""Remove this useless assignment to local variable name.""",MAJOR,15min,Key: AYfl9rjNd9SEFTPV557r Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/harmony/pack200/Segment.java - startLine: 66;startOffset: 21;endOffset: 25;endLine: 66,Maintenance (Code Smells),,Matteo Razionale,0h5m,461596ba153d6946dafebacb518920dad0bfb5a4
M82,To-Do,New,Normal,"java:S5738:  ""Don't override this deprecated method it has been marked for removal.""",MAJOR,15min,Key: AYfl9rrid9SEFTPV56C5 Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/archivers/zip/ZipFile.java - startLine: 809;startOffset: 19;endOffset: 27;endLine: 809,Maintenance (Code Smells),,Matteo Razionale,rejected,
M83,To-Do,New,Normal,"java:S5738:  ""Remove this call to a deprecated method it has been marked for removal.""",MAJOR,15min,Key: AYfl9rrid9SEFTPV56C7 Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/archivers/zip/ZipFile.java - startLine: 815;startOffset: 18;endOffset: 26;endLine: 815,Maintenance (Code Smells),,Matteo Razionale,rejected,
M84,To-Do,New,Normal,"java:S5738:  ""Remove this call to a deprecated class it has been marked for removal.""",MAJOR,15min,Key: AYfl9rzbd9SEFTPV56GA Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/java/util/jar/Pack200.java - startLine: 276;startOffset: 15;endOffset: 31;endLine: 276,Maintenance (Code Smells),,Matteo Razionale,0h10m,701cef600d00f061fb2955b1562b2b6fd9028865
M85,To-Do,New,Normal,"java:S5738:  ""Remove this call to a deprecated class it has been marked for removal.""",MAJOR,15min,Key: AYfl9rk6d9SEFTPV55_f Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/harmony/archive/internal/nls/Messages.java - startLine: 209;startOffset: 36;endOffset: 52;endLine: 209,Maintenance (Code Smells),,Matteo Razionale,0h10m,f9771a1017599c0c125940a0e699430c90f8f3e7
M86,To-Do,New,Normal,"java:S1854:  ""Remove this useless assignment to local variable nid.""",MAJOR,15min,Key: AYfl9rnDd9SEFTPV56BG Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/archivers/sevenz/SevenZFile.java - startLine: 1330;startOffset: 16;endOffset: 41;endLine: 1330,Maintenance (Code Smells),,Matteo Razionale,0h5m,c866d459ea5a2252efe636b622ea7ce905d36110
M87,To-Do,New,Normal,"java:S1854:  ""Remove this useless assignment to local variable nid.""",MAJOR,15min,  ,Maintenance (Code Smells),,Matteo Razionale,rejected,
M88,To-Do,New,Normal,"java:S1854:  ""Remove this useless assignment to local variable aload_0.""",MAJOR,15min,Key: AYfl9rhGd9SEFTPV5530 Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/harmony/pack200/BcBands.java - startLine: 280;startOffset: 16;endOffset: 23;endLine: 280,Maintenance (Code Smells),,Matteo Razionale,0h5m,808275bb8da679707f9d76c4cbe6636f6b4fd5a0
M89,To-Do,New,Normal,"java:S1854:  ""Remove this useless assignment to local variable index.""",MAJOR,15min,Key: AYfl9rh8d9SEFTPV555o Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/harmony/pack200/CodecEncoding.java - startLine: 268;startOffset: 36;endOffset: 43;endLine: 268,Maintenance (Code Smells),,Matteo Razionale,rejected,
M90,To-Do,New,Normal,"java:S1854:  ""Remove this useless assignment to local variable rewriteIndex.""",MAJOR,15min,Key: AYfl9raqd9SEFTPV55tl Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/harmony/unpack200/bytecode/forms/WideForm.java - startLine: 91;startOffset: 21;endOffset: 25;endLine: 91,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h5m,fb109c3df899a85ea1b58176d9819bdfdbbd6be1
M91,To-Do,New,Normal,"java:S1854:  ""Remove this useless assignment to local variable rewriteIndex.""",MAJOR,15min,Key: AYfl9raqd9SEFTPV55tm Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/harmony/unpack200/bytecode/forms/WideForm.java - startLine: 133;startOffset: 21;endOffset: 25;endLine: 133,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h5m,8bc677f12985e384d52fe19a18105f9b3d7e5417
M92,To-Do,New,Normal,"java:S5738:  ""Remove this call to a deprecated class it has been marked for removal.""",MAJOR,15min,Key: AYfl9rwWd9SEFTPV56FN Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/archivers/ArchiveStreamFactory.java - startLine: 314;startOffset: 15;endOffset: 31;endLine: 314,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h5m,a432dd899276be518275a39a7cdb5343b65adc3d
M93,To-Do,New,Normal,"java:S5738:  ""Remove this call to a deprecated class it has been marked for removal.""",MAJOR,15min,Key: AYfl9rwWd9SEFTPV56FO Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/archivers/ArchiveStreamFactory.java - startLine: 350;startOffset: 15;endOffset: 31;endLine: 350,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h5m,4ddb67046f3202e0d758c93ec204b101a18a9dc7
M94,To-Do,New,Normal,"java:S5738:  ""Remove this call to a deprecated class it has been marked for removal.""",MAJOR,15min,Key: AYfl9rYvd9SEFTPV55tC Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java - startLine: 318;startOffset: 15;endOffset: 31;endLine: 318,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h5m,b7d3e8e652a905b28135e958d69ed0678ac3b90f
M95,To-Do,New,Normal,"java:S5738:  ""Remove this call to a deprecated class it has been marked for removal.""",MAJOR,15min,Key: AYfl9rYvd9SEFTPV55tD Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java - startLine: 354;startOffset: 15;endOffset: 31;endLine: 354,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h5m,c3f32bc3d6f530d1f68b6257b13f35692f6c1916
M96,To-Do,New,Normal,"java:S1854:  ""Remove this useless assignment to local variable overflow.""",MAJOR,15min,Key: AYfl9rxBd9SEFTPV56Fl Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/utils/BitInputStream.java - startLine: 142;startOffset: 22;endOffset: 26;endLine: 142,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h5m,f2d5e7c224c7f13e2c006798a6d9011ddf8b7629
M97,To-Do,New,Normal,"java:S1854:  ""Remove this useless assignment to local variable nid.""",MAJOR,15min,Key: AYfl9rnDd9SEFTPV56BL Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/archivers/sevenz/SevenZFile.java - startLine: 1531;startOffset: 16;endOffset: 41;endLine: 1531,Maintenance (Code Smells),,Francesco Paolo Ragusa,rejected,
M98,To-Do,New,Normal,"java:S1854:  ""Remove this useless assignment to local variable offset.""",MAJOR,15min,Key: AYfl9rl6d9SEFTPV55_u Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveOutputStream.java - startLine: 249;startOffset: 19;endOffset: 30;endLine: 249,Maintenance (Code Smells),,Francesco Paolo Ragusa,rejected,
M99,To-Do,New,Normal,"java:S1854:  ""Remove this useless assignment to local variable yy.""",MAJOR,15min,Key: AYfl9rTRd9SEFTPV55qd Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/compressors/bzip2/BZip2CompressorOutputStream.java - startLine: 306;startOffset: 19;endOffset: 22;endLine: 306,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h5m,3b312352d3c2ce11966a5a8b586f3a389c77fd05
M100,To-Do,New,Normal,"java:S1854:  ""Remove this useless assignment to local variable tmp.""",MAJOR,15min,Key: AYfl9rTRd9SEFTPV55qe Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/compressors/bzip2/BZip2CompressorOutputStream.java - startLine: 344;startOffset: 20;endOffset: 23;endLine: 344,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h5m,1206bda71c9d4a386e3bc7b662b81fc3c4fdbf6d
M101,To-Do,New,Normal,"java:S106:  ""Replace this use of System.out or System.err by a logger.""",MAJOR,10min,Key: AYfl9rmSd9SEFTPV55_4 Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/archivers/sevenz/CLI.java - startLine: 51;startOffset: 20;endOffset: 30;endLine: 51,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h20m,28aafca61a1432e10898150baed7d1edbcc862dd
M102,To-Do,New,Normal,"java:S3457:  ""2nd argument is not used.""",MAJOR,10min,Key: AYfl9rnDd9SEFTPV56A6 Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/archivers/sevenz/SevenZFile.java - startLine: 175;startOffset: 34;endOffset: 83;endLine: 175,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h05m,cd630e984c8a5b55bc5b0a38e1a77932c5861d77
M103,To-Do,New,Normal,"java:S106:  ""Replace this use of System.out or System.err by a logger.""",MAJOR,10min,Key: AYfl9rwcd9SEFTPV56FV Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/archivers/Lister.java - startLine: 73;startOffset: 12;endOffset: 22;endLine: 73,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h05m,c81c086b899bae308470a0c5973158ac37b77e13
M104,To-Do,New,Normal,"java:S106:  ""Replace this use of System.out or System.err by a logger.""",MAJOR,10min,Key: AYfl9rwcd9SEFTPV56FW Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/archivers/Lister.java - startLine: 76;startOffset: 16;endOffset: 26;endLine: 76,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h05m,0677933e1ec70468cc904ffbc1683553eef11161
M105,To-Do,New,Normal,"java:S106:  ""Replace this use of System.out or System.err by a logger.""",MAJOR,10min,Key: AYfl9rwcd9SEFTPV56FX Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/archivers/Lister.java - startLine: 83;startOffset: 12;endOffset: 22;endLine: 83,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h05m,cb67267d89afdb74293ed33b212f87ef507dddf2
M106,To-Do,New,Normal,"java:S106:  ""Replace this use of System.out or System.err by a logger.""",MAJOR,10min,Key: AYfl9rwcd9SEFTPV56FY Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/archivers/Lister.java - startLine: 84;startOffset: 41;endOffset: 51;endLine: 84,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h05m,cb67267d89afdb74293ed33b212f87ef507dddf2
M107,To-Do,New,Normal,"java:S106:  ""Replace this use of System.out or System.err by a logger.""",MAJOR,10min,Key: AYfl9rwcd9SEFTPV56Fb Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/archivers/Lister.java - startLine: 115;startOffset: 8;endOffset: 18;endLine: 115,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h05m,e7a1ceb62c75b2726ebc8b02e0e4173f933e5358
M108,To-Do,New,Normal,"java:S106:  ""Replace this use of System.out or System.err by a logger.""",MAJOR,10min,Key: AYfl9rwcd9SEFTPV56Fc Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/archivers/Lister.java - startLine: 118;startOffset: 12;endOffset: 22;endLine: 118,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h05m,0997865d37489162ea4ce8daee73df462cb2d2e1
M109,To-Do,New,Normal,"java:S127:  ""Refactor the code in order to not assign to this loop counter from within the loop body.""",MAJOR,10min,Key: AYfl9rlrd9SEFTPV55_o Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java - startLine: 235;startOffset: 20;endOffset: 21;endLine: 235,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h05m,b792d860a947d730b420010d1fedd9f49a340eb3
M110,To-Do,New,Normal,"java:S3824:  ""Replace this Map.get() and condition with a call to Map.computeIfAbsent().""",MAJOR,10min,Key: AYfl9rnDd9SEFTPV56A2 Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/archivers/sevenz/SevenZFile.java - startLine: 729;startOffset: 12;endOffset: 37;endLine: 729,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h05m,23972319185d51fe319d2e30a9589c715f40558b
M111,To-Do,New,Normal,"java:S2589:  ""Remove this expression which always evaluates to true""",MAJOR,10min,Key: AYfl9rowd9SEFTPV56B6 Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/archivers/zip/ZipUtil.java - startLine: 288;startOffset: 21;endOffset: 43;endLine: 288,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h05m,335a784ac475f12348d6cd238b4754097971bd53
M112,To-Do,New,Normal,"java:S127:  ""Refactor the code in order to not assign to this loop counter from within the loop body.""",MAJOR,10min,Key: AYfl9rUZd9SEFTPV55rp Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/compressors/bzip2/BZip2CompressorInputStream.java - startLine: 162;startOffset: 25;endOffset: 27;endLine: 162,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h05m,37d1ff5ba8d69deabd61ae4860b99167b20afb4d
M113,To-Do,New,Normal,"java:S127:  ""Refactor the code in order to not assign to this loop counter from within the loop body.""",MAJOR,10min,Key: AYfl9rUZd9SEFTPV55rq Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/compressors/bzip2/BZip2CompressorInputStream.java - startLine: 179;startOffset: 12;endOffset: 13;endLine: 179,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h05m,bf3db739fc0e6f7a9393b8b14d738a16a6873eef
M114,To-Do,New,Normal,"java:S127:  ""Refactor the code in order to not assign to this loop counter from within the loop body.""",MAJOR,10min,Key: AYfl9rUZd9SEFTPV55rr Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/compressors/bzip2/BZip2CompressorInputStream.java - startLine: 185;startOffset: 12;endOffset: 15;endLine: 185,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h05m,2f4dcca59c4e0142236305be9344d1f30e38999d
M115,To-Do,New,Normal,"java:S127:  ""Refactor the code in order to not assign to this loop counter from within the loop body.""",MAJOR,10min,Key: AYfl9rUZd9SEFTPV55rs Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/compressors/bzip2/BZip2CompressorInputStream.java - startLine: 186;startOffset: 12;endOffset: 13;endLine: 186,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h05m,0972cb22b8601fab0662189b87d725f7a302881f
M116,To-Do,New,Normal,"java:S127:  ""Refactor the code in order to not assign to this loop counter from within the loop body.""",MAJOR,10min,Key: AYfl9rUZd9SEFTPV55rt Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/compressors/bzip2/BZip2CompressorInputStream.java - startLine: 188;startOffset: 12;endOffset: 15;endLine: 188,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h05m,576504b1794e0a6b96d92c02b5974d879a67fcd3
M117,To-Do,New,Normal,"java:S127:  ""Refactor the code in order to not assign to this loop counter from within the loop body.""",MAJOR,10min,Key: AYfl9rUZd9SEFTPV55ru Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/compressors/bzip2/BZip2CompressorInputStream.java - startLine: 485;startOffset: 37;endOffset: 38;endLine: 485,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h05m,1c997300d8ebff2102d081f5dca9c64e8b60c7f6
M118,To-Do,New,Normal,"java:S127:  ""Refactor the code in order to not assign to this loop counter from within the loop body.""",MAJOR,10min,Key: AYfl9rT3d9SEFTPV55q7 Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/compressors/bzip2/BlockSort.java - startLine: 703;startOffset: 20;endOffset: 22;endLine: 703,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h05m,1bdfac3c88149661ebe8296b03d4a09632013cf1
M119,To-Do,New,Normal,"java:S127:  ""Refactor the code in order to not assign to this loop counter from within the loop body.""",MAJOR,10min,Key: AYfl9rT3d9SEFTPV55q8 Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/compressors/bzip2/BlockSort.java - startLine: 708;startOffset: 20;endOffset: 22;endLine: 708,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h05m,605bb98fde9b7db6a64f4a6d6647a506afdf747f
M120,To-Do,New,Normal,"java:S127:  ""Refactor the code in order to not assign to this loop counter from within the loop body.""",MAJOR,10min,Key: AYfl9rT3d9SEFTPV55q9 Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/compressors/bzip2/BlockSort.java - startLine: 714;startOffset: 16;endOffset: 18;endLine: 714,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h05m,3bab514d91b424699dee650bc55cb9f4b11a00f0
M121,To-Do,New,Normal,"java:S3824:  ""Replace this Map.get() and condition with a call to Map.computeIfAbsent().""",MAJOR,10min,Key: AYfl9rkhd9SEFTPV5593 Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/harmony/pack200/ClassBands.java - startLine: 597;startOffset: 42;endOffset: 85;endLine: 597,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h05m,469c9ece77d8b682df526b3730eac1dc17ac2e37
M122,To-Do,New,Normal,"java:S3824:  ""Replace this Map.get() and condition with a call to Map.computeIfAbsent().""",MAJOR,10min,Key: AYfl9ri9d9SEFTPV557H Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/harmony/pack200/CpBands.java - startLine: 177;startOffset: 33;endOffset: 63;endLine: 177,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h05m,aa2fdcea640de08084647eb4da0375713c0544de
M123,To-Do,New,Normal,"java:S3824:  ""Replace this Map.get() and condition with a call to Map.computeIfAbsent().""",MAJOR,10min,Key: AYfl9ri9d9SEFTPV557E Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/harmony/pack200/CpBands.java - startLine: 215;startOffset: 26;endOffset: 57;endLine: 215,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h05m,c5a44c6b87629c69cbee93328104464f39720a22
M124,To-Do,New,Normal,"java:S3824:  ""Replace this Map.get() and condition with a call to Map.computeIfAbsent().""",MAJOR,10min,Key: AYfl9ri9d9SEFTPV557J Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/harmony/pack200/CpBands.java - startLine: 230;startOffset: 30;endOffset: 55;endLine: 230,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h05m,aa4c80b7b3f8afd3d45c0eab7608c6232dcff2ca
M125,To-Do,New,Normal,"java:S3824:  ""Replace this Map.get() and condition with a call to Map.computeIfAbsent().""",MAJOR,10min,Key: AYfl9ri9d9SEFTPV557I Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/harmony/pack200/CpBands.java - startLine: 246;startOffset: 31;endOffset: 58;endLine: 246,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h05m,02e92e6ee6afd60ae57b2fd393eccda78ccf4c60
M126,To-Do,New,Normal,"java:S3824:  ""Replace this Map.get() and condition with a call to Map.computeIfAbsent().""",MAJOR,10min,Key: AYfl9ri9d9SEFTPV557F Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/harmony/pack200/CpBands.java - startLine: 262;startOffset: 30;endOffset: 56;endLine: 262,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h05m,3b0c8bb6bc4d954a016a28589c5f1d421ee2d6b6
M127,To-Do,New,Normal,"java:S3824:  ""Replace this Map.get() and condition with a call to Map.computeIfAbsent().""",MAJOR,10min,Key: AYfl9ri9d9SEFTPV557G Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/harmony/pack200/CpBands.java - startLine: 278;startOffset: 36;endOffset: 69;endLine: 278,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h05m,ed83f53c3c849add3205c0f90433b728516cd351
M128,To-Do,New,Normal,"java:S3824:  ""Replace this Map.get() and condition with a call to Map.computeIfAbsent().""",MAJOR,10min,Key: AYfl9ri9d9SEFTPV557K Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/harmony/pack200/CpBands.java - startLine: 346;startOffset: 24;endOffset: 49;endLine: 346,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h05m,a13f59758ea1496319b91ae920ae8a6cfd0af0f7
M129,To-Do,New,Normal,"java:S3824:  ""Replace this Map.get() and condition with a call to Map.computeIfAbsent().""",MAJOR,10min,Key: AYfl9rgKd9SEFTPV551v Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/harmony/unpack200/CpBands.java - startLine: 110;startOffset: 27;endOffset: 55;endLine: 110,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h05m,2d9970e840b9be9bf6f1272206836d457ab16544
M130,To-Do,New,Normal,"java:S3824:  ""Replace this Map.get() and condition with a call to Map.computeIfAbsent().""",MAJOR,10min,Key: AYfl9rgKd9SEFTPV551w Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/harmony/unpack200/CpBands.java - startLine: 133;startOffset: 28;endOffset: 55;endLine: 133,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h05m,9363a7c6b1907f5be49f4e37d0d9ca2178da1878
M131,To-Do,New,Normal,"java:S3824:  ""Replace this Map.get() and condition with a call to Map.computeIfAbsent().""",MAJOR,10min,Key: AYfl9rgKd9SEFTPV5510 Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/harmony/unpack200/CpBands.java - startLine: 148;startOffset: 26;endOffset: 49;endLine: 148,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h05m,7b6a9b985fdc5f77778d10c5a2fc9fafdbe0971e
